Surface pressure file

Angle of attack:         0                   
Mach:                    0.8                 
Panels:                  1000                
Full reference surface:  10                  
Lift coefficient:        -5.13489e-06        
Drag coefficient:        0.00418851          
Lift to drag ratio:      -0.00122595         

*** Stat0 - y = 0.25 ***
              x              z             cp
       0.609018       0.044693      -0.198299
       0.578179      0.0472235      -0.220871
       0.547031      0.0496045      -0.245521
       0.515697       0.051808      -0.272233
       0.484302      0.0538055      -0.301418
       0.452969      0.0555695       -0.33422
       0.421821      0.0570725      -0.371109
       0.390982       0.058287      -0.412514
       0.360573       0.059188      -0.461018
       0.330715       0.059752       -0.51778
       0.301524       0.059959      -0.580333
       0.273116      0.0597925      -0.640669
       0.245605      0.0592385      -0.685815
       0.219097      0.0582875      -0.707958
       0.193698      0.0569355      -0.705561
       0.169507      0.0551825      -0.681354
       0.146621       0.053034       -0.64438
        0.12513         0.0505      -0.601068
       0.105117      0.0475935      -0.556496
       0.086664       0.044332      -0.518962
      0.0698415       0.040737      -0.426685
      0.0547165       0.036831      -0.333707
       0.041349       0.032638      -0.222817
       0.029792       0.028183       -0.11094
        0.02009      0.0234905      0.0129508
       0.012282       0.018583       0.178786
      0.0063995       0.013481       0.431995
       0.002465      0.0082025       0.790822
      0.0004935      0.0027605        1.11759
      0.0004935     -0.0027605        1.11758
       0.002465     -0.0082025       0.790787
      0.0063995      -0.013481       0.431954
       0.012282      -0.018583       0.178746
        0.02009     -0.0234905      0.0129119
       0.029792      -0.028183      -0.110978
       0.041349      -0.032638      -0.222858
      0.0547165      -0.036831      -0.333756
      0.0698415      -0.040737      -0.426745
       0.086664      -0.044332       -0.51904
       0.105118     -0.0475935      -0.556591
        0.12513        -0.0505      -0.601187
       0.146621      -0.053034       -0.64452
       0.169507     -0.0551825      -0.681494
       0.193698     -0.0569355      -0.705667
       0.219097     -0.0582875       -0.70799
       0.245605     -0.0592385      -0.685763
       0.273116     -0.0597925       -0.64056
       0.301524      -0.059959      -0.580214
       0.330715      -0.059752      -0.517686
       0.360573      -0.059188      -0.460956
       0.390982      -0.058287      -0.412478
       0.421821     -0.0570725      -0.371089
       0.452969     -0.0555695       -0.33421
       0.484302     -0.0538055      -0.301412
       0.515697      -0.051808      -0.272228
       0.547031     -0.0496045      -0.245518
       0.578179     -0.0472235      -0.220868
       0.609018      -0.044693      -0.198297
       0.639427       -0.04204      -0.174543
       0.669285      -0.039291      -0.149324
       0.698476      -0.036472      -0.122197
       0.726884      -0.033608     -0.0951091
       0.754395     -0.0307235     -0.0690176
       0.780903      -0.027842     -0.0441699
       0.806302      -0.024987     -0.0202219
       0.830493      -0.022182     0.00218382
       0.853379     -0.0194505      0.0294767
        0.87487     -0.0168145       0.058036
       0.894883      -0.014297      0.0888339
       0.913336     -0.0119205       0.122364
       0.930158     -0.0097065        0.15747
       0.945283     -0.0076765       0.192331
       0.958651       -0.00585        0.22751
       0.970208     -0.0042455       0.263176
        0.97991     -0.0028805       0.300747
       0.987718       -0.00177        0.34276
       0.993601      -0.000926       0.391908
       0.997535     -0.0003575       0.451849
       0.999507      -7.15e-05       0.485667

*** Stat8 - y = 4.25 ***
              x              z             cp
       0.999507       7.15e-05       0.486831
       0.997535      0.0003575       0.453089
         0.9936       0.000926       0.393291
       0.987718        0.00177        0.34428
        0.97991      0.0028805       0.302412
       0.970208      0.0042455       0.265003
       0.958651        0.00585       0.229519
       0.945283      0.0076765       0.194548
       0.930158      0.0097065       0.159921
       0.913336      0.0119205       0.125076
       0.894883       0.014297      0.0918311
       0.874871      0.0168145      0.0613426
       0.853379      0.0194505      0.0331142
       0.830493       0.022182     0.00617202
       0.806303       0.024987      -0.015869
       0.780903       0.027842     -0.0394373
       0.754395      0.0307235     -0.0638948
       0.726884       0.033608     -0.0895897
       0.698476       0.036472       -0.11628
       0.669285       0.039291      -0.143014
       0.639427        0.04204      -0.167853
       0.609018       0.044693      -0.191244
       0.578179      0.0472235      -0.213475
       0.547031      0.0496045      -0.237811
       0.515697       0.051808       -0.26424
       0.484302      0.0538055      -0.293179
       0.452969      0.0555695      -0.325776
       0.421821      0.0570725      -0.362502
       0.390982       0.058287       -0.40379
       0.360573       0.059188      -0.452226
       0.330715       0.059752      -0.508972
       0.301524       0.059959      -0.571562
       0.273116      0.0597925      -0.631983
       0.245605      0.0592385      -0.677245
       0.219097      0.0582875       -0.69952
       0.193698      0.0569355      -0.697264
       0.169507      0.0551825      -0.673206
       0.146621       0.053034      -0.636399
        0.12513         0.0505      -0.593278
       0.105117      0.0475935      -0.548924
       0.086664       0.044332      -0.511633
      0.0698415       0.040737      -0.419618
      0.0547165       0.036831      -0.326942
       0.041349       0.032638      -0.216403
       0.029792       0.028183      -0.104938
        0.02009      0.0234905      0.0184396
       0.012282       0.018583       0.183557
      0.0063995       0.013481       0.435635
       0.002465      0.0082025       0.792738
      0.0004935      0.0027605        1.11781
      0.0004935     -0.0027605         1.1178
       0.002465     -0.0082025       0.792709
      0.0063995      -0.013481       0.435601
       0.012282      -0.018583       0.183523
        0.02009     -0.0234905      0.0184063
       0.029792      -0.028183      -0.104972
       0.041349      -0.032638       -0.21644
      0.0547165      -0.036831      -0.326986
      0.0698415      -0.040737      -0.419674
       0.086664      -0.044332      -0.511708
       0.105118     -0.0475935      -0.549016
        0.12513        -0.0505      -0.593394
       0.146621      -0.053034      -0.636536
       0.169507     -0.0551825      -0.673344
       0.193698     -0.0569355      -0.697368
       0.219097     -0.0582875      -0.699551
       0.245605     -0.0592385      -0.677192
       0.273116     -0.0597925      -0.631872
       0.301524      -0.059959      -0.571442
       0.330715      -0.059752      -0.508877
       0.360573      -0.059188      -0.452164
       0.390982      -0.058287      -0.403753
       0.421821     -0.0570725      -0.362481
       0.452969     -0.0555695      -0.325764
       0.484302     -0.0538055      -0.293173
       0.515697      -0.051808      -0.264235
       0.547031     -0.0496045      -0.237807
       0.578179     -0.0472235      -0.213472
       0.609018      -0.044693      -0.191241
       0.639427       -0.04204       -0.16785
       0.669285      -0.039291      -0.143012
       0.698476      -0.036472      -0.116278
       0.726884      -0.033608     -0.0895882
       0.754395     -0.0307235     -0.0638934
       0.780903      -0.027842     -0.0394362
       0.806302      -0.024987      -0.015868
       0.830493      -0.022182     0.00617291
       0.853379     -0.0194505       0.033115
        0.87487     -0.0168145      0.0613432
       0.894883      -0.014297      0.0918316
       0.913336     -0.0119205       0.125076
       0.930158     -0.0097065       0.159921
       0.945283     -0.0076765       0.194548
       0.958651       -0.00585        0.22952
       0.970208     -0.0042455       0.265004
        0.97991     -0.0028805       0.302413
       0.987718       -0.00177        0.34428
       0.993601      -0.000926       0.393291
       0.997535     -0.0003575       0.453089
       0.999507      -7.15e-05       0.486831

*** Stat9 - y = 4.75 ***
              x              z             cp
       0.999507       7.15e-05       0.482095
       0.997535      0.0003575       0.448139
         0.9936       0.000926       0.388032
       0.987718        0.00177       0.338931
        0.97991      0.0028805       0.297163
       0.970208      0.0042455       0.260031
       0.958651        0.00585       0.225004
       0.945283      0.0076765       0.190684
       0.930158      0.0097065       0.156918
       0.913336      0.0119205       0.123159
       0.894883       0.014297      0.0912337
       0.874871      0.0168145      0.0622963
       0.853379      0.0194505      0.0358401
       0.830493       0.022182      0.0108725
       0.806303       0.024987    -0.00902104
       0.780903       0.027842     -0.0302931
       0.754395      0.0307235      -0.052337
       0.726884       0.033608     -0.0755318
       0.698476       0.036472     -0.0996661
       0.669285       0.039291       -0.12382
       0.639427        0.04204      -0.146086
       0.609018       0.044693      -0.166938
       0.578179      0.0472235      -0.186686
       0.547031      0.0496045      -0.208612
       0.515697       0.051808      -0.232732
       0.484302      0.0538055      -0.259495
       0.452969      0.0555695      -0.290084
       0.421821      0.0570725      -0.325018
       0.390982       0.058287      -0.364785
       0.360573       0.059188      -0.412032
       0.330715       0.059752       -0.46799
       0.301524       0.059959      -0.530261
       0.273116      0.0597925      -0.590863
       0.245605      0.0592385      -0.636778
       0.219097      0.0582875      -0.660122
       0.193698      0.0569355      -0.659309
       0.169507      0.0551825       -0.63706
       0.146621       0.053034      -0.602427
        0.12513         0.0505      -0.561805
       0.105117      0.0475935      -0.520203
       0.086664       0.044332      -0.485821
      0.0698415       0.040737      -0.396751
      0.0547165       0.036831      -0.307011
       0.041349       0.032638      -0.199325
       0.029792       0.028183      -0.090551
        0.02009      0.0234905      0.0303041
       0.012282       0.018583       0.192932
      0.0063995       0.013481       0.442246
       0.002465      0.0082025       0.796034
      0.0004935      0.0027605        1.11816
      0.0004935     -0.0027605        1.11816
       0.002465     -0.0082025       0.796015
      0.0063995      -0.013481       0.442223
       0.012282      -0.018583       0.192909
        0.02009     -0.0234905      0.0302801
       0.029792      -0.028183     -0.0905766
       0.041349      -0.032638      -0.199356
      0.0547165      -0.036831       -0.30705
      0.0698415      -0.040737      -0.396802
       0.086664      -0.044332       -0.48589
       0.105118     -0.0475935      -0.520291
        0.12513        -0.0505      -0.561918
       0.146621      -0.053034      -0.602561
       0.169507     -0.0551825      -0.637195
       0.193698     -0.0569355       -0.65941
       0.219097     -0.0582875       -0.66015
       0.245605     -0.0592385      -0.636723
       0.273116     -0.0597925       -0.59075
       0.301524      -0.059959       -0.53014
       0.330715      -0.059752      -0.467894
       0.360573      -0.059188      -0.411969
       0.390982      -0.058287      -0.364749
       0.421821     -0.0570725      -0.324998
       0.452969     -0.0555695      -0.290073
       0.484302     -0.0538055      -0.259489
       0.515697      -0.051808      -0.232727
       0.547031     -0.0496045      -0.208609
       0.578179     -0.0472235      -0.186683
       0.609018      -0.044693      -0.166936
       0.639427       -0.04204      -0.146085
       0.669285      -0.039291      -0.123819
       0.698476      -0.036472     -0.0996648
       0.726884      -0.033608     -0.0755307
       0.754395     -0.0307235      -0.052336
       0.780903      -0.027842     -0.0302923
       0.806302      -0.024987    -0.00902036
       0.830493      -0.022182      0.0108731
       0.853379     -0.0194505      0.0358406
        0.87487     -0.0168145      0.0622967
       0.894883      -0.014297       0.091234
       0.913336     -0.0119205       0.123159
       0.930158     -0.0097065       0.156919
       0.945283     -0.0076765       0.190684
       0.958651       -0.00585       0.225004
       0.970208     -0.0042455       0.260031
        0.97991     -0.0028805       0.297163
       0.987718       -0.00177       0.338931
       0.993601      -0.000926       0.388032
       0.997535     -0.0003575       0.448139
       0.999507      -7.15e-05       0.482095

