Field variables file

Angle of attack:         0                   
Mach:                    0.8                 
Field cells:             675                 

              x              y              z            U_x            U_y            U_z           Mach          Sigma
        1.43333              3     -0.0666667       0.977144   -0.000354228     0.00217185       0.779466      0.0500534
        1.47778              3     -0.0666667       0.980608   -0.000363111     0.00189644       0.782567      0.0451009
      -0.477778              3              0       0.968123    0.000995049    6.04738e-06       0.771408     -0.0874711
      -0.433333              3              0       0.961133    0.000970715    6.59032e-06       0.765183     -0.0984711
      -0.388889              3              0       0.953019    0.000943272    7.26649e-06       0.757978       -0.11363
      -0.344444              3              0        0.94335    0.000912325    8.10996e-06       0.749419       -0.13397
           -0.3              3              0       0.931529    0.000877443    9.17116e-06       0.738995      -0.161269
      -0.255556              3              0       0.916665    0.000838181    1.05263e-05       0.725949      -0.198526
      -0.211111              3              0       0.897329    0.000794202    1.22958e-05       0.709078      -0.250996
      -0.166667              3              0       0.871006    0.000745825     1.4688e-05       0.686285      -0.328405
      -0.122222              3              0       0.832702    0.000696448     1.8135e-05       0.653463         -0.451
     -0.0777778              3              0       0.769548    0.000665435    2.38555e-05       0.600174      -0.685824
     -0.0333333              3              0       0.620743    0.000386336    3.72438e-05       0.478141       -1.36029
      0.0111111              3              0     -0.0563564    -0.00794773   -2.85499e-05              0              0
      0.0555556              3              0      0.0109521    -0.00262261   -3.69975e-05              0              0
            0.1              3              0        0.09084      -0.001801   -2.06454e-06              0              0
       0.144444              3              0        0.16131    -0.00142739    0.000141227              0              0
       0.188889              3              0       0.186704    -0.00120459    0.000251581              0              0
       0.233333              3              0       0.156574    -0.00105199     0.00020758              0              0
       0.277778              3              0       0.118511   -0.000937211    0.000112421              0              0
       0.322222              3              0      0.0953941   -0.000844097    4.18647e-05              0              0
       0.366667              3              0      0.0748766   -0.000763274    8.03664e-06              0              0
       0.411111              3              0      0.0591019   -0.000688558   -4.45734e-06              0              0
       0.455556              3              0      0.0459419   -0.000615315   -6.19522e-06              0              0
            0.5              3              0      0.0357496   -0.000539539   -5.73644e-06              0              0
       0.544444              3              0      0.0270415   -0.000457282    -4.8011e-06              0              0
       0.588889              3              0      0.0195748   -0.000364019   -3.97538e-06              0              0
       0.633333              3              0      0.0125141   -0.000253923    -3.2877e-06              0              0
       0.677778              3              0     0.00565363   -0.000118793   -2.72588e-06              0              0
       0.722222              3              0    -0.00110974     5.4442e-05   -2.23566e-06              0              0
       0.766667              3              0    -0.00805911    0.000287805   -1.82607e-06              0              0
       0.811111              3              0     -0.0149258    0.000623493   -1.48654e-06              0              0
       0.855556              3              0     -0.0221559     0.00115584   -1.18428e-06              0              0
            0.9              3              0     -0.0297004     0.00214413   -9.38556e-07              0              0
       0.944444              3              0     -0.0410209     0.00468192    -6.3324e-07              0              0
       0.988889              3              0     -0.0779265      0.0272102   -5.53219e-07              0              0
        1.03333              3              0       0.895414   -0.000442099              0       0.707412       0.142602
        1.07778              3              0       0.910927   -0.000437753              0       0.720931       0.200025
        1.12222              3              0       0.926565   -0.000440163              0        0.73463       0.171504
        1.16667              3              0       0.939118   -0.000446648              0       0.745682       0.138529
        1.21111              3              0       0.949002   -0.000455301              0       0.754418       0.112246
        1.25556              3              0       0.956899   -0.000464968              0        0.76142      0.0922989
            1.3              3              0       0.963335   -0.000474925              0       0.767142       0.077176
        1.34444              3              0       0.968686   -0.000484702              0       0.771909       0.065634
        1.38889              3              0       0.973222   -0.000493978              0       0.775958       0.056797
        1.43333              3              0       0.977144   -0.000502532              0       0.779464      0.0500732
        1.47778              3              0       0.980608   -0.000510197              0       0.782565      0.0451137
      -0.477778              3      0.0666667       0.968549    0.000690852     0.00391532       0.771795     -0.0853846
      -0.433333              3      0.0666667        0.96174    0.000666829     0.00459479       0.765733     -0.0957815
      -0.388889              3      0.0666667       0.953873    0.000639902     0.00555208       0.758749      -0.109923
      -0.344444              3      0.0666667       0.944563    0.000609731     0.00690142       0.750513      -0.128543
           -0.3              3      0.0666667         0.9333    0.000575983       0.008839       0.740591      -0.152813
      -0.255556              3      0.0666667        0.91937    0.000538397        0.01172       0.728383      -0.184396
      -0.211111              3      0.0666667       0.901732    0.000497009      0.0162334       0.713037      -0.225323
      -0.166667              3      0.0666667       0.878851    0.000452911      0.0238391       0.693337       -0.27665
      -0.122222              3      0.0666667       0.848626    0.000411109       0.037985       0.667786      -0.330015
     -0.0777778              3      0.0666667       0.810327    0.000393848      0.0676968       0.636858       -0.30907
     -0.0333333              3      0.0666667       0.784337    0.000505371       0.134384       0.622176       0.268592
      0.0111111              3      0.0666667       0.864421    0.000519027       0.233903       0.707495        2.10472
      0.0555556              3      0.0666667        1.04991     0.00067671       0.253172       0.873357        2.75427
            0.1              3      0.0666667        1.22942     0.00102135       0.206815        1.03473        3.75521
       0.144444              3      0.0666667        1.37228     0.00127972       0.149185        1.17445        3.04094
       0.188889              3      0.0666667         1.4239      0.0012393      0.0937674        1.22577      -0.429838
       0.233333              3      0.0666667        1.35525    0.000886453      0.0463555        1.14823       -4.20414
       0.277778              3      0.0666667        1.28593    0.000838252      0.0133787        1.07475      -0.064025
       0.322222              3      0.0666667        1.25502    0.000653864     -0.0119186         1.0432       -1.31738
       0.366667              3      0.0666667        1.21795    0.000531187     -0.0321512         1.0064      -0.446895
       0.411111              3      0.0666667        1.18881    0.000375497     -0.0481034       0.978195      -0.755928
       0.455556              3      0.0666667         1.1617    0.000280038     -0.0610192       0.952422      -0.368108
            0.5              3      0.0666667        1.13914    0.000175224     -0.0714374       0.931328      -0.476205
       0.544444              3      0.0666667        1.11748    9.82066e-05     -0.0797077       0.911255      -0.312512
       0.588889              3      0.0666667        1.09774    2.62981e-05     -0.0870297       0.893181      -0.355952
       0.633333              3      0.0666667        1.07767    -4.5416e-05     -0.0927113       0.874893      -0.313032
       0.677778              3      0.0666667         1.0577   -0.000108121     -0.0973523       0.856797      -0.326509
       0.722222              3      0.0666667        1.03699   -0.000177646      -0.100626       0.838087      -0.316181
       0.766667              3      0.0666667        1.01575   -0.000236485      -0.102371       0.818932      -0.318386
       0.811111              3      0.0666667       0.993721   -0.000317164      -0.102536       0.799095      -0.319557
       0.855556              3      0.0666667       0.970154   -0.000381152      -0.100719       0.777876       -0.33526
            0.9              3      0.0666667       0.944263   -0.000558794     -0.0957713       0.754511      -0.363123
       0.944444              3      0.0666667       0.916435    -0.00059435     -0.0845062       0.729153      -0.365438
       0.988889              3      0.0666667       0.894837   -0.000608677       -0.06284       0.708827      -0.187862
        1.03333              3      0.0666667       0.895413   -0.000600105     -0.0371451       0.708081       0.122223
        1.07778              3      0.0666667       0.910927   -0.000594813     -0.0210765       0.721143       0.193931
        1.12222              3      0.0666667       0.926565   -0.000596241     -0.0130147        0.73471       0.169562
        1.16667              3      0.0666667       0.939118   -0.000601708    -0.00877903       0.745718       0.137793
        1.21111              3      0.0666667       0.949002    -0.00060931    -0.00633536       0.754436       0.111921
        1.25556              3      0.0666667       0.956898   -0.000617894    -0.00480373        0.76143      0.0921371
            1.3              3      0.0666667       0.963335   -0.000626737    -0.00378077       0.767148      0.0770881
        1.34444              3      0.0666667       0.968686   -0.000635371    -0.00306589       0.771914       0.065583
        1.38889              3      0.0666667       0.973222   -0.000643478    -0.00255142       0.775961       0.056766
        1.43333              3      0.0666667       0.977144   -0.000650837     -0.0021755       0.779466      0.0500538
        1.47778              3      0.0666667       0.980608   -0.000657283    -0.00190019       0.782567      0.0451013
      -0.477778              3       0.133333       0.969788    0.000671932       0.007632       0.772919     -0.0794001
      -0.433333              3       0.133333       0.963494    0.000647201     0.00892419        0.76732     -0.0881453
      -0.388889              3       0.133333        0.95632    0.000619772      0.0107251       0.760959     -0.0995609
      -0.344444              3       0.133333       0.947999    0.000589449      0.0132254       0.753611      -0.113704
           -0.3              3       0.133333       0.938229    0.000556137      0.0167368       0.745029      -0.130413
      -0.255556              3       0.133333       0.926688    0.000519985      0.0217837       0.734963      -0.148685
      -0.211111              3       0.133333       0.913126     0.00048176      0.0292746       0.723263      -0.165026
      -0.166667              3       0.133333        0.89768    0.000443792       0.040814        0.71019      -0.168754
      -0.122222              3       0.133333       0.881923    0.000412431      0.0591633        0.69743      -0.128815
     -0.0777778              3       0.133333       0.871905    0.000403702      0.0882696       0.690906      0.0362818
     -0.0333333              3       0.133333       0.883607    0.000448882       0.129665       0.705377       0.464662
      0.0111111              3       0.133333       0.939133    0.000577051       0.171495       0.759436        1.15524
      0.0555556              3       0.133333        1.03903    0.000780484       0.189552       0.851261         1.8185
            0.1              3       0.133333        1.16677     0.00105255       0.175509       0.968535        2.66773
       0.144444              3       0.133333        1.28674      0.0012487       0.133657        1.08265        2.38258
       0.188889              3       0.133333        1.33705     0.00119787      0.0786636        1.13047      -0.216113
       0.233333              3       0.133333        1.30001     0.00097987      0.0315977        1.08962       -1.96902
       0.277778              3       0.133333        1.25201    0.000857931     0.00644453        1.04012      -0.579829
       0.322222              3       0.133333        1.22293    0.000708519     -0.0147363        1.01102      -0.795321
       0.366667              3       0.133333        1.19322     0.00058219     -0.0314425       0.981974      -0.504967
       0.411111              3       0.133333        1.16834    0.000454427     -0.0456072       0.958164      -0.509751
       0.455556              3       0.133333        1.14539    0.000341269     -0.0566819       0.936512      -0.375742
            0.5              3       0.133333        1.12531     0.00023237     -0.0660538       0.917838      -0.360314
       0.544444              3       0.133333        1.10625    0.000132345     -0.0736056       0.900258      -0.309888
       0.588889              3       0.133333         1.0882    3.75073e-05     -0.0799423       0.883752      -0.301606
       0.633333              3       0.133333        1.07017   -5.13309e-05     -0.0849714       0.867337      -0.289221
       0.677778              3       0.133333        1.05207   -0.000135001      -0.088752       0.850916      -0.286743
       0.722222              3       0.133333        1.03361    -0.00021341     -0.0911466       0.834201      -0.283976
       0.766667              3       0.133333        1.01479   -0.000286734     -0.0920228        0.81717      -0.282551
       0.811111              3       0.133333       0.995544   -0.000355186     -0.0911574       0.799737      -0.281944
       0.855556              3       0.133333       0.975834   -0.000419045     -0.0881337       0.781847      -0.281692
            0.9              3       0.133333       0.955998   -0.000477811     -0.0821491        0.76375      -0.272546
       0.944444              3       0.133333       0.937758   -0.000528656     -0.0721268       0.746925      -0.229214
       0.988889              3       0.133333        0.92523   -0.000566076     -0.0579287       0.735049      -0.122406
        1.03333              3       0.133333       0.922369   -0.000588475     -0.0423927       0.731801      0.0112555
        1.07778              3       0.133333       0.927689   -0.000602426     -0.0296716       0.736035      0.0880335
        1.12222              3       0.133333       0.936272   -0.000613734     -0.0209416       0.743378       0.108363
        1.16667              3       0.133333       0.944982   -0.000624642     -0.0152589        0.75097       0.103863
        1.21111              3       0.133333       0.952758   -0.000635592     -0.0115151       0.757807      0.0923038
        1.25556              3       0.133333       0.959432   -0.000646462    -0.00896795       0.763708      0.0801281
            1.3              3       0.133333       0.965114    -0.00065701    -0.00717652        0.76875      0.0692994
        1.34444              3       0.133333       0.969971   -0.000667002    -0.00588245       0.773072      0.0602492
        1.38889              3       0.133333       0.974166   -0.000676246    -0.00493102       0.776813      0.0529269
        1.43333              3       0.133333        0.97784   -0.000684589    -0.00422664       0.780095      0.0471613
        1.47778              3       0.133333       0.981113    -0.00069191    -0.00370824       0.783024      0.0427926
      -0.477778              3            0.2       0.971734    0.000680601      0.0109906       0.774685     -0.0702393
      -0.433333              3            0.2       0.966219    0.000655891      0.0127807       0.769785      -0.076675
      -0.388889              3            0.2       0.960063    0.000628781      0.0152359       0.764339     -0.0844332
      -0.344444              3            0.2       0.953144    0.000599245      0.0185717       0.758249     -0.0928842
           -0.3              3            0.2       0.945386     0.00056744      0.0231149       0.751468      -0.100681
      -0.255556              3            0.2        0.93684    0.000533892      0.0293624       0.744078      -0.104913
      -0.211111              3            0.2       0.927864    0.000499861      0.0380568       0.736458     -0.0994029
      -0.166667              3            0.2       0.919505    0.000468051       0.050244       0.729639     -0.0714243
      -0.122222              3            0.2       0.914243    0.000443808       0.067156       0.725985     0.00326942
     -0.0777778              3            0.2       0.917067    0.000436434      0.0894842       0.730117       0.162279
     -0.0333333              3            0.2       0.935741    0.000458465       0.115488       0.748969        0.43857
      0.0111111              3            0.2       0.977727    0.000520635       0.138962       0.788795       0.819959
      0.0555556              3            0.2        1.04497    0.000627846       0.150881       0.850913        1.26731
            0.1              3            0.2         1.1323    0.000772252       0.143888       0.931351         1.7243
       0.144444              3            0.2        1.21718    0.000880753       0.114581        1.01057        1.52113
       0.188889              3            0.2        1.26012    0.000860208      0.0710187        1.05034       0.166552
       0.233333              3            0.2        1.24975    0.000747718      0.0315962        1.03822      -0.796309
       0.277778              3            0.2        1.22106    0.000640985     0.00588307        1.00908      -0.594092
       0.322222              3            0.2        1.19557     0.00053375     -0.0135858       0.983948      -0.548772
       0.366667              3            0.2        1.17171    0.000434316     -0.0290257       0.960923       -0.44336
       0.411111              3            0.2         1.1504    0.000339302     -0.0417173       0.940705      -0.393137
       0.455556              3            0.2        1.13094    0.000250696      -0.052021       0.922498      -0.332319
            0.5              3            0.2        1.11319    0.000166156     -0.0605719       0.906066      -0.301929
       0.544444              3            0.2        1.09638    8.55695e-05     -0.0675885       0.890623      -0.276863
       0.588889              3            0.2        1.08014    7.94865e-06     -0.0732998       0.875796      -0.264725
       0.633333              3            0.2        1.06403   -6.69373e-05     -0.0777472       0.861148        -0.2573
       0.677778              3            0.2        1.04788   -0.000139233     -0.0809135       0.846487      -0.253261
       0.722222              3            0.2        1.03158   -0.000208864     -0.0827167       0.831703      -0.250019
       0.766667              3            0.2        1.01515   -0.000275672     -0.0830309       0.816793      -0.246328
       0.811111              3            0.2        0.99869   -0.000339417     -0.0816716       0.801827      -0.240882
       0.855556              3            0.2       0.982455   -0.000399614     -0.0783623       0.787018       -0.23076
            0.9              3            0.2       0.967084    -0.00045515     -0.0727489       0.772918      -0.209162
       0.944444              3            0.2       0.953897   -0.000503963     -0.0646133       0.760695      -0.166167
       0.988889              3            0.2       0.944795   -0.000543709     -0.0543756       0.752078     -0.0983974
        1.03333              3            0.2       0.941135   -0.000573859     -0.0434493       0.748347     -0.0230595
        1.07778              3            0.2       0.942417   -0.000596615     -0.0335836       0.749122      0.0330091
        1.12222              3            0.2       0.946721   -0.000614915     -0.0257175       0.752708      0.0617169
        1.16667              3            0.2       0.952216   -0.000630789     -0.0198479       0.757449      0.0709081
        1.21111              3            0.2       0.957819   -0.000645248     -0.0155639        0.76235       0.070027
        1.25556              3            0.2       0.963049   -0.000658688     -0.0124322       0.766959       0.064979
            1.3              3            0.2       0.967753   -0.000671208     -0.0101187       0.771125        0.05873
        1.34444              3            0.2       0.971927   -0.000682787    -0.00839073       0.774834      0.0526254
        1.38889              3            0.2       0.975626   -0.000693359    -0.00709109        0.77813      0.0472271
        1.43333              3            0.2       0.978927   -0.000702853    -0.00611416       0.781077      0.0427376
        1.47778              3            0.2       0.981908   -0.000711199    -0.00538779       0.783743      0.0392042
      -0.477778              3       0.266667       0.974241    0.000695719      0.0138706       0.776957     -0.0588607
      -0.433333              3       0.266667       0.969674    0.000671487      0.0160216       0.772909     -0.0627759
      -0.388889              3       0.266667        0.96472    0.000645179      0.0189171        0.76854     -0.0667733
      -0.344444              3       0.266667       0.959376    0.000616913      0.0227553       0.763861     -0.0697853
           -0.3              3       0.266667       0.953738    0.000587028      0.0278106       0.758975     -0.0698766
      -0.255556              3       0.266667       0.948089     0.00055625      0.0344521       0.754163     -0.0636022
      -0.211111              3       0.266667        0.94305    0.000525956      0.0431426       0.750025     -0.0450135
      -0.166667              3       0.266667       0.939833     0.00049855      0.0543735         0.7477    -0.00445675
      -0.122222              3       0.266667       0.940552    0.000477886      0.0684447       0.749144      0.0718879
     -0.0777778              3       0.266667       0.948411    0.000469379      0.0849777       0.757261       0.199253
     -0.0333333              3       0.266667       0.967315    0.000479249       0.102217       0.775493        0.38619
      0.0111111              3       0.266667        1.00056    0.000512849       0.116632       0.806624       0.626707
      0.0555556              3       0.266667        1.04908    0.000572201       0.123442        0.85139       0.898269
            0.1              3       0.266667        1.10907    0.000647639       0.117731       0.906501        1.10649
       0.144444              3       0.266667        1.16667    0.000701754      0.0967361       0.959571       0.951217
       0.188889              3       0.266667        1.20078    0.000691858      0.0648299       0.990723       0.298942
       0.233333              3       0.266667        1.20372    0.000626229      0.0330344       0.992343      -0.269719
       0.277778              3       0.266667        1.18907    0.000542678     0.00830382       0.977532      -0.398928
       0.322222              3       0.266667        1.17028     0.00045583     -0.0105674        0.95923      -0.394369
       0.366667              3       0.266667        1.15147    0.000371178     -0.0254257       0.941277      -0.352356
       0.411111              3       0.266667         1.1338    0.000289654     -0.0374426       0.924669      -0.314174
       0.455556              3       0.266667        1.11735    0.000211625     -0.0472484        0.90939      -0.279739
            0.5              3       0.266667        1.10195     0.00013649     -0.0553129       0.895209      -0.256284
       0.544444              3       0.266667        1.08722    6.38194e-05     -0.0619026       0.881738      -0.240261
       0.588889              3       0.266667        1.07287    -6.7993e-06     -0.0671767       0.868668      -0.230723
       0.633333              3       0.266667        1.05865   -7.55519e-05     -0.0711926       0.855755      -0.224965
       0.677778              3       0.266667        1.04445   -0.000142445     -0.0739418       0.842866      -0.220959
       0.722222              3       0.266667        1.03024   -0.000207335      -0.075371       0.829962      -0.217016
       0.766667              3       0.266667        1.01608   -0.000269956     -0.0753936       0.817093      -0.211705
       0.811111              3       0.266667        1.00216   -0.000329902     -0.0738949       0.804405      -0.203405
       0.855556              3       0.266667       0.988797    -0.00038654     -0.0707423       0.792184      -0.189604
            0.9              3       0.266667       0.976573   -0.000438892     -0.0658382       0.780937      -0.166664
       0.944444              3       0.266667       0.966333   -0.000485685     -0.0592525        0.77143      -0.131413
       0.988889              3       0.266667       0.959021   -0.000525809     -0.0514009       0.764529     -0.0851184
        1.03333              3       0.266667         0.9552   -0.000559049     -0.0430837       0.760774     -0.0362168
        1.07778              3       0.266667       0.954648   -0.000586342     -0.0352105       0.759998     0.00424798
        1.12222              3       0.266667       0.956485   -0.000609186     -0.0284053       0.761427      0.0307308
        1.16667              3       0.266667       0.959685   -0.000628933     -0.0228695       0.764138      0.0444535
        1.21111              3       0.266667       0.963451     -0.0006465     -0.0185135       0.767404      0.0494559
        1.25556              3       0.266667       0.967297   -0.000662411      -0.015135       0.770776      0.0494812
            1.3              3       0.266667       0.970973   -0.000676926     -0.0125262       0.774022      0.0470723
        1.34444              3       0.266667       0.974377   -0.000690157     -0.0105136       0.777041      0.0437342
        1.38889              3       0.266667        0.97749   -0.000702136    -0.00896464        0.77981      0.0402972
        1.43333              3       0.266667       0.980332   -0.000712857    -0.00778142       0.782346      0.0371978
        1.47778              3       0.266667       0.982944     -0.0007223    -0.00689156       0.784681      0.0346424
      -0.477778              3       0.333333       0.977145    0.000710578      0.0162013       0.779585       -0.04622
      -0.433333              3       0.333333       0.973608    0.000687101      0.0185779       0.776461     -0.0477525
      -0.388889              3       0.333333        0.96991    0.000661846      0.0217169       0.773219     -0.0484691
      -0.344444              3       0.333333       0.966132    0.000635021      0.0257771       0.769939     -0.0471454
           -0.3              3       0.333333       0.962461    0.000607055      0.0309549       0.766807     -0.0418073
      -0.255556              3       0.333333       0.959267    0.000578707      0.0374784       0.764175     -0.0293918
      -0.211111              3       0.333333       0.957197    0.000551221      0.0455716       0.762648    -0.00536538
      -0.166667              3       0.333333       0.957295    0.000526488      0.0553674       0.763193      0.0364054
      -0.122222              3       0.333333       0.961088    0.000507135      0.0667391       0.767202       0.102976
     -0.0777778              3       0.333333        0.97054    0.000496387      0.0790458       0.776433       0.200192
     -0.0333333              3       0.333333       0.987719    0.000497549       0.090871       0.792694       0.329259
      0.0111111              3       0.333333        1.01414    0.000512997      0.0999244       0.817252       0.482906
      0.0555556              3       0.333333        1.04975    0.000542098       0.103239           0.85       0.636488
            0.1              3       0.333333         1.0913    0.000576672      0.0977822       0.888006       0.719949
       0.144444              3       0.333333        1.13045    0.000597397      0.0820502       0.923722       0.609409
       0.188889              3       0.333333        1.15625    0.000584785       0.058512       0.947044       0.281507
       0.233333              3       0.333333        1.16382     0.00053863      0.0332088       0.953382     -0.0510893
       0.277778              3       0.333333        1.15789     0.00047365      0.0110029       0.947251      -0.217906
       0.322222              3       0.333333        1.14581    0.000401633    -0.00699908       0.935594      -0.264889
       0.366667              3       0.333333        1.13188    0.000328361     -0.0214243       0.922445      -0.262044
       0.411111              3       0.333333        1.11787    0.000256034     -0.0330857       0.909399      -0.245596
       0.455556              3       0.333333        1.10431    0.000185374     -0.0425864       0.896903      -0.227884
            0.5              3       0.333333        1.09127    0.000116427     -0.0503479       0.884967      -0.213872
       0.544444              3       0.333333         1.0786    4.90604e-05     -0.0566369       0.873433      -0.204064
       0.588889              3       0.333333        1.06615   -1.68521e-05     -0.0616069       0.862132      -0.197731
       0.633333              3       0.333333         1.0538   -8.13387e-05     -0.0653278       0.850935      -0.193511
       0.677778              3       0.333333         1.0415   -0.000144307      -0.067812       0.839777      -0.189991
       0.722222              3       0.333333        1.02926   -0.000205551     -0.0690357       0.828669      -0.185887
       0.766667              3       0.333333         1.0172   -0.000264754     -0.0689546       0.817693      -0.179974
       0.811111              3       0.333333         1.0055    -0.00032148     -0.0675174       0.807014      -0.170895
       0.855556              3       0.333333       0.994463   -0.000375141     -0.0646893       0.796902      -0.157002
            0.9              3       0.333333       0.984529   -0.000424995     -0.0604946       0.787746      -0.136601
       0.944444              3       0.333333       0.976229   -0.000470244     -0.0550851       0.780035      -0.108962
       0.988889              3       0.333333       0.970067   -0.000510289     -0.0487988       0.774236     -0.0757762
        1.03333              3       0.333333       0.966314   -0.000545015     -0.0421422       0.770614     -0.0415538
        1.07778              3       0.333333       0.964853    -0.00057488     -0.0356634       0.769081     -0.0116697
        1.12222              3       0.333333        0.96523   -0.000600697     -0.0297868       0.769238      0.0105029
        1.16667              3       0.333333       0.966851    -0.00062332     -0.0247309       0.770555      0.0245805
        1.21111              3       0.333333       0.969179   -0.000643444      -0.020533       0.772543      0.0321137
        1.25556              3       0.333333       0.971819   -0.000661549     -0.0171232        0.77484      0.0351654
            1.3              3       0.333333       0.974522   -0.000677934     -0.0143903       0.777214      0.0355075
        1.34444              3       0.333333       0.977148   -0.000692771     -0.0122205       0.779536      0.0344095
        1.38889              3       0.333333       0.979636   -0.000706151     -0.0105144       0.781746      0.0327063
        1.43333              3       0.333333       0.981971   -0.000718114    -0.00919131       0.783825      0.0309335
        1.47778              3       0.333333       0.984165   -0.000728673    -0.00818623       0.785785      0.0294098
      -0.477778              3            0.4       0.980285    0.000722396      0.0179557       0.782424     -0.0330784
      -0.433333              3            0.4       0.977795    0.000699829      0.0204398       0.780238     -0.0325623
      -0.388889              3            0.4       0.975326    0.000675725       0.023666       0.778095     -0.0307603
      -0.344444              3            0.4       0.972995    0.000650337      0.0277468       0.776109     -0.0264363
           -0.3              3            0.4       0.971025    0.000624101      0.0328046       0.774491      -0.017904
      -0.255556              3            0.4       0.969779    0.000597704      0.0389542       0.773582    -0.00285462
      -0.211111              3            0.4        0.96981    0.000572156      0.0462592       0.773896      0.0217174
      -0.166667              3            0.4       0.971907    0.000548832      0.0546578       0.776155      0.0592858
      -0.122222              3            0.4       0.977091    0.000529451      0.0638526       0.781282       0.113057
     -0.0777778              3            0.4       0.986528    0.000515886      0.0731803       0.790309       0.184591
     -0.0333333              3            0.4        1.00129    0.000509767      0.0815046       0.804154        0.27184
      0.0111111              3            0.4        1.02194    0.000511733      0.0872007       0.823268       0.366187
      0.0555556              3            0.4        1.04794    0.000520089      0.0883063       0.847086       0.446579
            0.1              3            0.4        1.07674    0.000529006      0.0829895        0.87329       0.472221
       0.144444              3            0.4        1.10342    0.000528464      0.0705334       0.897411       0.395743
       0.188889              3            0.4        1.12227    0.000509374      0.0524328       0.914267       0.220562
       0.233333              3            0.4        1.13036    0.000470347      0.0321027       0.921232      0.0292976
       0.277778              3            0.4        1.12918    0.000417061      0.0128128       0.919743      -0.100249
       0.322222              3            0.4        1.12234    0.000356205    -0.00384529       0.913177      -0.161301
       0.366667              3            0.4        1.11284    0.000292251     -0.0176629       0.904305      -0.181075
       0.411111              3            0.4        1.10236    0.000227515     -0.0289876       0.894649      -0.182723
       0.455556              3            0.4        1.09165    0.000163051     -0.0382457       0.884863      -0.178286
            0.5              3            0.4        1.08097    9.92896e-05     -0.0457886       0.875157      -0.173054
       0.544444              3            0.4        1.07036    3.64011e-05     -0.0518637       0.865554      -0.168806
       0.588889              3            0.4        1.05981    -2.5514e-05     -0.0566253       0.856014      -0.165717
       0.633333              3            0.4        1.04929    -8.6334e-05     -0.0601561       0.846501      -0.163249
       0.677778              3            0.4        1.03882   -0.000145878     -0.0624888       0.837015        -0.1606
       0.722222              3            0.4        1.02844   -0.000203891     -0.0636263       0.827599       -0.15691
       0.766667              3            0.4        1.01828   -0.000260045     -0.0635587       0.818354      -0.151296
       0.811111              3            0.4        1.00851   -0.000313929     -0.0622804       0.809434      -0.142822
       0.855556              3            0.4       0.999389   -0.000365048     -0.0598123       0.801063      -0.130541
            0.9              3            0.4       0.991218   -0.000412854     -0.0562309       0.793522      -0.113749
       0.944444              3            0.4       0.984336   -0.000456819     -0.0517014       0.787125     -0.0925151
       0.988889              3            0.4       0.979033   -0.000496576      -0.046494       0.782142     -0.0681902
        1.03333              3            0.4       0.975449    -0.00053204     -0.0409625       0.778717     -0.0433604
        1.07778              3            0.4       0.973522   -0.000563446     -0.0354772       0.776803     -0.0209436
        1.12222              3            0.4       0.972997   -0.000591252     -0.0303454        0.77618    -0.00300699
        1.16667              3            0.4       0.973524   -0.000615993     -0.0257626       0.776533     0.00979667
        1.21111              3            0.4        0.97475   -0.000638158     -0.0218107       0.777542      0.0179687
        1.25556              3            0.4       0.976382   -0.000658132     -0.0184879        0.77894      0.0225562
            1.3              3            0.4        0.97821   -0.000676191     -0.0157449       0.780531      0.0246609
        1.34444              3            0.4       0.980095   -0.000692522      -0.013514       0.782189      0.0252024
        1.38889              3            0.4       0.981958   -0.000707243     -0.0117266       0.783837      0.0248754
        1.43333              3            0.4       0.983762   -0.000720422      -0.010323       0.785441      0.0242255
        1.47778              3            0.4       0.985507   -0.000732081    -0.00925128       0.786997      0.0237401
      -0.477778              3       0.466667       0.983519    0.000730053      0.0191363       0.785341     -0.0197712
      -0.433333              3       0.466667       0.982059    0.000708481      0.0216341       0.784079     -0.0177395
      -0.388889              3       0.466667       0.980742    0.000685544      0.0248387       0.782967     -0.0142807
      -0.344444              3       0.466667       0.979703    0.000661511      0.0288146       0.782134    -0.00812343
           -0.3              3       0.466667       0.979159    0.000636783       0.033628       0.781784     0.00191285
      -0.255556              3       0.466667       0.979419    0.000611921      0.0393191       0.782207      0.0173035
      -0.211111              3       0.466667       0.980904    0.000587674      0.0458599       0.783791      0.0397401
      -0.166667              3       0.466667       0.984149    0.000564962      0.0530958       0.787024      0.0708248
      -0.122222              3       0.466667       0.989777    0.000544811      0.0606733       0.792463       0.111476
     -0.0777778              3       0.466667       0.998411    0.000528173      0.0679665       0.800652       0.161022
     -0.0333333              3       0.466667        1.01052    0.000515627      0.0740326       0.811967       0.215985
      0.0111111              3       0.466667        1.02616    0.000506896      0.0776371       0.826399       0.268473
      0.0555556              3       0.466667        1.04463    0.000500227      0.0774106       0.843265       0.304385
            0.1              3       0.466667         1.0642     0.00049195      0.0722216       0.860938       0.304187
       0.144444              3       0.466667        1.08206      0.0004771      0.0617705       0.876916       0.252816
       0.188889              3       0.466667        1.09532    0.000451614      0.0470779       0.888623       0.157705
       0.233333              3       0.466667        1.10235    0.000414554      0.0302634       0.894673      0.0516595
       0.277778              3       0.466667        1.10349    0.000368025      0.0135588       0.895437     -0.0328602
       0.322222              3       0.466667        1.10033    0.000315215    -0.00157314       0.892379     -0.0856408
       0.366667              3       0.466667        1.09453    0.000258824      -0.014573       0.887022      -0.113435
